task,dataset,image_id,psnr_mean,psnr_ci95,ssim_mean,ssim_ci95,lpips_mean,lpips_ci95,dists_mean,dists_ci95,clipiqa_mean,clipiqa_ci95,musiq_mean,musiq_ci95
gaussian_blur,AFHQ,0018,21.451818653724917,0.18993014605535585,0.54456264,0.008259705527374787,0.5332988776266575,0.004645378318702067,0.3329741321504116,0.002666263458377669,0.1500456509180367,0.006319991298177564,42.76260204315186,0.7882362264245997
