task,dataset,image_id,psnr_mean,psnr_ci95,ssim_mean,ssim_ci95,lpips_mean,lpips_ci95,dists_mean,dists_ci95,clipiqa_mean,clipiqa_ci95,musiq_mean,musiq_ci95
gaussian_blur,AFHQ,0018,16.06922948487102,0.16479261712245563,0.2850339,0.007459102061812547,0.6307367956638337,0.003740571611795512,0.39601126313209534,0.002356492011319681,0.2084169578179717,0.00817711772210545,41.082823600769046,0.6347429033039249
