task,level,dataset,image_id,psnr_mean,psnr_ci95,ssim_mean,ssim_ci95,lpips_mean,lpips_ci95,dists_mean,dists_ci95,clipiqa_mean,clipiqa_ci95,musiq_mean,musiq_ci95
gaussian_blur,3,AFHQ,0018,27.385555350882747,0.06434495089564747,0.8005869,0.0032392043240568854,0.2933750902116299,0.0035813114597089356,0.2324128407239914,0.002096604164886709,0.3944216653704643,0.010377354817623781,31.57382598876953,0.39742677263833737
gaussian_blur,4,AFHQ,0018,25.123352118663558,0.01946605785725552,0.68306047,0.001110618572877035,0.4084107136726379,0.0014734971692697523,0.29784568548202517,0.0012335480735197707,0.22962250463664532,0.010108724288735823,19.6343115234375,0.25909642388547544
gaussian_blur,5,AFHQ,0018,24.189316974798885,0.029807682668425366,0.6420613,0.0010859168471687743,0.44604043126106263,0.0013920615997318252,0.32067141592502596,0.0013948392794634321,0.20037793345749377,0.009547431988975199,18.776568632125855,0.3114066862213088
gaussian_blur,6,AFHQ,0018,23.34301709179634,0.03547764539190678,0.6051898,0.0012120920618456169,0.48231478691101076,0.0015321261605707565,0.34061653196811675,0.0013339391816931502,0.17913475409150123,0.009483139534454638,17.532866010665895,0.35614567558503507
