task,dataset,image_id,psnr_mean,psnr_ci95,ssim_mean,ssim_ci95,lpips_mean,lpips_ci95,dists_mean,dists_ci95,clipiqa_mean,clipiqa_ci95,musiq_mean,musiq_ci95
gaussian_blur,AFHQ,0018,18.440190813745303,0.15199607910382665,0.3942837,0.0068977939960387135,0.5898514944314956,0.0029135320033527976,0.3650665533542633,0.002130131783466166,0.1712545307725668,0.0068285346336609725,41.750238761901855,0.5514133957991421
