task,dataset,image_id,psnr_mean,psnr_ci95,ssim_mean,ssim_ci95,lpips_mean,lpips_ci95,dists_mean,dists_ci95,clipiqa_mean,clipiqa_ci95,musiq_mean,musiq_ci95
gaussian_blur,AFHQ,0018,25.018843681213234,0.10217101715599027,0.71686804,0.004242113514053781,0.4458819678425789,0.004289288754283035,0.27559668481349947,0.002042225730119197,0.18645727023482322,0.009319376411852855,45.14347785949707,0.7526010559504293
