task,dataset,image_id,psnr_mean,psnr_ci95,ssim_mean,ssim_ci95,lpips_mean,lpips_ci95,dists_mean,dists_ci95,clipiqa_mean,clipiqa_ci95,musiq_mean,musiq_ci95
gaussian_blur,AFHQ,0018,23.34301709179634,0.03547764539190678,0.6051898,0.0012120920618456169,0.48231478691101076,0.0015321261605707565,0.34061653196811675,0.0013339391816931502,0.17913475409150123,0.009483139534454638,17.532866010665895,0.35614567558503507
