task,dataset,image_id,psnr_mean,psnr_ci95,ssim_mean,ssim_ci95,lpips_mean,lpips_ci95,dists_mean,dists_ci95,clipiqa_mean,clipiqa_ci95,musiq_mean,musiq_ci95
gaussian_blur,AFHQ,0018,25.123352118663558,0.01946605785725552,0.68306047,0.001110618572877035,0.4084107136726379,0.0014734971692697523,0.29784568548202517,0.0012335480735197707,0.22962250463664532,0.010108724288735823,19.6343115234375,0.25909642388547544
