task,dataset,image_id,psnr_mean,psnr_ci95,ssim_mean,ssim_ci95,lpips_mean,lpips_ci95,dists_mean,dists_ci95,clipiqa_mean,clipiqa_ci95,musiq_mean,musiq_ci95
gaussian_blur,AFHQ,0018,21.711311200413494,0.20555323580934093,0.55474436,0.009052265313358619,0.5274929305911065,0.00571306231011198,0.32859022080898287,0.0026238615202449534,0.15887390837073326,0.005930004396267312,42.447566184997555,0.8040271271839619
