task,dataset,image_id,psnr_mean,psnr_ci95,ssim_mean,ssim_ci95,lpips_mean,lpips_ci95,dists_mean,dists_ci95,clipiqa_mean,clipiqa_ci95,musiq_mean,musiq_ci95
gaussian_blur,AFHQ,0018,24.189316974798885,0.029807682668425366,0.6420613,0.0010859168471687743,0.44604043126106263,0.0013920615997318252,0.32067141592502596,0.0013948392794634321,0.20037793345749377,0.009547431988975199,18.776568632125855,0.3114066862213088
